SYMBOL	cluster	uniprot	ENSEMBL	GENENAME	GO_terms	GO_names	pbc	p_value	present_median	present_average	present_consistency	xabsent_median	xabsent_average	xabsent_consistency
ALOX15	I14_OG000557	P16050	ENSG00000161905	arachidonate 15-lipoxygenase	GO:0001503; GO:0002820; GO:0004052; GO:0005506; GO:0005515; GO:0005546; GO:0005811; GO:0005829; GO:0005886; GO:0006629; GO:0006646; GO:0006954; GO:0009898; GO:0010811; GO:0016020; GO:0016165; GO:0019369; GO:0019372; GO:0019395; GO:0030282; GO:0030838; GO:0034440; GO:0034976; GO:0035358; GO:0035963; GO:0042060; GO:0042759; GO:0043277; GO:0043651; GO:0050473; GO:0050727; GO:0051122; GO:0070374; GO:0071277; GO:1901074; GO:2001303	ossification; negative regulation of adaptive immune response; arachidonate 12(S)-lipoxygenase activity; iron ion binding; protein binding; phosphatidylinositol-4,5-bisphosphate binding; lipid droplet; cytosol; plasma membrane; lipid metabolic process; phosphatidylethanolamine biosynthetic process; inflammatory response; cytoplasmic side of plasma membrane; positive regulation of cell-substrate adhesion; membrane; linoleate 13S-lipoxygenase activity; arachidonate metabolic process; lipoxygenase pathway; fatty acid oxidation; bone mineralization; positive regulation of actin filament polymerization; lipid oxidation; response to endoplasmic reticulum stress; regulation of peroxisome proliferator activated receptor signaling pathway; cellular response to interleukin-13; wound healing; long-chain fatty acid biosynthetic process; apoptotic cell clearance; linoleic acid metabolic process; arachidonate 15-lipoxygenase activity; regulation of inflammatory response; hepoxilin biosynthetic process; positive regulation of ERK1 and ERK2 cascade; cellular response to calcium ion; regulation of engulfment of apoptotic cell; lipoxin A4 biosynthetic process	0.5849	0	1.0	0.6818181818181818	0.7272727272727273	0.0	0.125	0.125
ALOX15B	I14_OG000557	O15296	ENSG00000179593	arachidonate 15-lipoxygenase type B	GO:0005506; GO:0005509; GO:0005515; GO:0005634; GO:0005829; GO:0005856; GO:0005886; GO:0005912; GO:0005925; GO:0006629; GO:0006644; GO:0006915; GO:0008285; GO:0008289; GO:0010744; GO:0016020; GO:0016165; GO:0019369; GO:0019372; GO:0030336; GO:0030850; GO:0030856; GO:0032722; GO:0034440; GO:0035360; GO:0036403; GO:0043651; GO:0045618; GO:0045786; GO:0045926; GO:0050473; GO:0051122; GO:0070062; GO:0071926; GO:1901696; GO:1990136; GO:2001303	iron ion binding; calcium ion binding; protein binding; nucleus; cytosol; cytoskeleton; plasma membrane; adherens junction; focal adhesion; lipid metabolic process; phospholipid metabolic process; apoptotic process; negative regulation of cell population proliferation; lipid binding; positive regulation of macrophage derived foam cell differentiation; membrane; linoleate 13S-lipoxygenase activity; arachidonate metabolic process; lipoxygenase pathway; negative regulation of cell migration; prostate gland development; regulation of epithelial cell differentiation; positive regulation of chemokine production; lipid oxidation; positive regulation of peroxisome proliferator activated receptor signaling pathway; arachidonate 8(S)-lipoxygenase activity; linoleic acid metabolic process; positive regulation of keratinocyte differentiation; negative regulation of cell cycle; negative regulation of growth; arachidonate 15-lipoxygenase activity; hepoxilin biosynthetic process; extracellular exosome; endocannabinoid signaling pathway; cannabinoid biosynthetic process; linoleate 9S-lipoxygenase activity; lipoxin A4 biosynthetic process	0.5849	0	1.0	0.6818181818181818	0.7272727272727273	0.0	0.125	0.125
ALOX5	I14_OG000557	P09917	ENSG00000012779	arachidonate 5-lipoxygenase	GO:0001937; GO:0002232; GO:0002523; GO:0002540; GO:0004051; GO:0004052; GO:0005506; GO:0005515; GO:0005576; GO:0005615; GO:0005635; GO:0005641; GO:0005654; GO:0005829; GO:0006691; GO:0006959; GO:0016363; GO:0016525; GO:0016787; GO:0019369; GO:0019370; GO:0019372; GO:0030501; GO:0031965; GO:0034440; GO:0034774; GO:0036336; GO:0036403; GO:0042593; GO:0042759; GO:0045598; GO:0048471; GO:0050727; GO:0050728; GO:0050796; GO:0061044; GO:0061045; GO:0106014; GO:1900015; GO:1900407; GO:1901753; GO:1903426; GO:1903573; GO:1903671; GO:1904813; GO:1904999; GO:2001301	negative regulation of endothelial cell proliferation; leukocyte chemotaxis involved in inflammatory response; leukocyte migration involved in inflammatory response; leukotriene production involved in inflammatory response; arachidonate 5-lipoxygenase activity; arachidonate 12(S)-lipoxygenase activity; iron ion binding; protein binding; extracellular region; extracellular space; nuclear envelope; nuclear envelope lumen; nucleoplasm; cytosol; leukotriene metabolic process; humoral immune response; nuclear matrix; negative regulation of angiogenesis; hydrolase activity; arachidonate metabolic process; leukotriene biosynthetic process; lipoxygenase pathway; positive regulation of bone mineralization; nuclear membrane; lipid oxidation; secretory granule lumen; dendritic cell migration; arachidonate 8(S)-lipoxygenase activity; glucose homeostasis; long-chain fatty acid biosynthetic process; regulation of fat cell differentiation; perinuclear region of cytoplasm; regulation of inflammatory response; negative regulation of inflammatory response; regulation of insulin secretion; negative regulation of vascular wound healing; negative regulation of wound healing; regulation of inflammatory response to wounding; regulation of cytokine production involved in inflammatory response; regulation of cellular response to oxidative stress; leukotriene A4 biosynthetic process; regulation of reactive oxygen species biosynthetic process; negative regulation of response to endoplasmic reticulum stress; negative regulation of sprouting angiogenesis; ficolin-1-rich granule lumen; positive regulation of leukocyte adhesion to arterial endothelial cell; lipoxin biosynthetic process	0.5849	0	1.0	0.6818181818181818	0.7272727272727273	0.0	0.125	0.125
ALOX5	I14_OG000557	P09917	ENSG00000275565	arachidonate 5-lipoxygenase	GO:0001937; GO:0002232; GO:0002523; GO:0002540; GO:0004051; GO:0004052; GO:0005506; GO:0005515; GO:0005576; GO:0005615; GO:0005635; GO:0005641; GO:0005654; GO:0005829; GO:0006691; GO:0006959; GO:0016363; GO:0016525; GO:0016787; GO:0019369; GO:0019370; GO:0019372; GO:0030501; GO:0031965; GO:0034440; GO:0034774; GO:0036336; GO:0036403; GO:0042593; GO:0042759; GO:0045598; GO:0048471; GO:0050727; GO:0050728; GO:0050796; GO:0061044; GO:0061045; GO:0106014; GO:1900015; GO:1900407; GO:1901753; GO:1903426; GO:1903573; GO:1903671; GO:1904813; GO:1904999; GO:2001301	negative regulation of endothelial cell proliferation; leukocyte chemotaxis involved in inflammatory response; leukocyte migration involved in inflammatory response; leukotriene production involved in inflammatory response; arachidonate 5-lipoxygenase activity; arachidonate 12(S)-lipoxygenase activity; iron ion binding; protein binding; extracellular region; extracellular space; nuclear envelope; nuclear envelope lumen; nucleoplasm; cytosol; leukotriene metabolic process; humoral immune response; nuclear matrix; negative regulation of angiogenesis; hydrolase activity; arachidonate metabolic process; leukotriene biosynthetic process; lipoxygenase pathway; positive regulation of bone mineralization; nuclear membrane; lipid oxidation; secretory granule lumen; dendritic cell migration; arachidonate 8(S)-lipoxygenase activity; glucose homeostasis; long-chain fatty acid biosynthetic process; regulation of fat cell differentiation; perinuclear region of cytoplasm; regulation of inflammatory response; negative regulation of inflammatory response; regulation of insulin secretion; negative regulation of vascular wound healing; negative regulation of wound healing; regulation of inflammatory response to wounding; regulation of cytokine production involved in inflammatory response; regulation of cellular response to oxidative stress; leukotriene A4 biosynthetic process; regulation of reactive oxygen species biosynthetic process; negative regulation of response to endoplasmic reticulum stress; negative regulation of sprouting angiogenesis; ficolin-1-rich granule lumen; positive regulation of leukocyte adhesion to arterial endothelial cell; lipoxin biosynthetic process	0.5849	0	1.0	0.6818181818181818	0.7272727272727273	0.0	0.125	0.125
ALOXE3	I14_OG000557	Q9BYJ1	ENSG00000179148	arachidonate epidermal lipoxygenase 3	GO:0005506; GO:0005515; GO:0005829; GO:0006665; GO:0016020; GO:0016702; GO:0019233; GO:0019369; GO:0019372; GO:0034440; GO:0035357; GO:0043651; GO:0045444; GO:0046513; GO:0050486; GO:0051120; GO:0051122; GO:0061436; GO:0106255; GO:0106256	iron ion binding; protein binding; cytosol; sphingolipid metabolic process; membrane; oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen; sensory perception of pain; arachidonate metabolic process; lipoxygenase pathway; lipid oxidation; peroxisome proliferator activated receptor signaling pathway; linoleic acid metabolic process; fat cell differentiation; ceramide biosynthetic process; intramolecular hydroxytransferase activity; hepoxilin A3 synthase activity; hepoxilin biosynthetic process; establishment of skin barrier; hydroperoxy icosatetraenoate isomerase activity; hydroperoxy icosatetraenoate dehydratase activity	0.5849	0	1.0	0.6818181818181818	0.7272727272727273	0.0	0.125	0.125
AMN1	I14_OG009604	Q8IY45	ENSG00000151743	antagonist of mitotic exit network 1 homolog	GO:0019005; GO:0031146; GO:0031528	SCF ubiquitin ligase complex; SCF-dependent proteasomal ubiquitin-dependent protein catabolic process; microvillus membrane	0.4798	0	1	0.9090909090909091	0.9090909090909091	0.0	0.4375	0.4375
ANKAR	I14_OG008209	Q7Z5J8	ENSG00000151687	ankyrin and armadillo repeat containing	GO:0016020	membrane	0.5935	0.00213	1	0.5909090909090909	0.6363636363636364	0.0	0.0625	0.0625
ANO1	I20_OG000536	Q5XXA6	ENSG00000131620	anoctamin 1	GO:0005102; GO:0005227; GO:0005229; GO:0005247; GO:0005254; GO:0005515; GO:0005654; GO:0005886; GO:0006821; GO:0007200; GO:0015111; GO:0015705; GO:0016324; GO:0034220; GO:0034605; GO:0034707; GO:0035774; GO:0042802; GO:0042803; GO:0042995; GO:0046872; GO:0050965; GO:0070062; GO:0070254; GO:0072657; GO:0098655; GO:0098793; GO:0106091; GO:1901653; GO:1902476	signaling receptor binding; calcium-activated cation channel activity; intracellularly calcium-gated chloride channel activity; voltage-gated chloride channel activity; chloride channel activity; protein binding; nucleoplasm; plasma membrane; chloride transport; phospholipase C-activating G protein-coupled receptor signaling pathway; iodide transmembrane transporter activity; iodide transport; apical plasma membrane; monoatomic ion transmembrane transport; cellular response to heat; chloride channel complex; positive regulation of insulin secretion involved in cellular response to glucose stimulus; identical protein binding; protein homodimerization activity; cell projection; metal ion binding; detection of temperature stimulus involved in sensory perception of pain; extracellular exosome; mucus secretion; protein localization to membrane; monoatomic cation transmembrane transport; presynapse; glial cell projection elongation; cellular response to peptide; chloride transmembrane transport	0.3887	0.00074	1	0.9545454545454546	1.0	1.0	0.625	0.625
ANO10	I20_OG000536	Q9NW15	ENSG00000160746	anoctamin 10	GO:0005227; GO:0005229; GO:0005254; GO:0005886; GO:0016020; GO:0034220; GO:0043231; GO:0098655; GO:1902476	calcium-activated cation channel activity; intracellularly calcium-gated chloride channel activity; chloride channel activity; plasma membrane; membrane; monoatomic ion transmembrane transport; intracellular membrane-bounded organelle; monoatomic cation transmembrane transport; chloride transmembrane transport	0.3887	0.00074	1	0.9545454545454546	1.0	1.0	0.625	0.625
ANO2	I20_OG000536	Q9NQ90	ENSG00000047617	anoctamin 2	GO:0005229; GO:0005254; GO:0005515; GO:0005654; GO:0005886; GO:0034220; GO:0034707; GO:0046983; GO:1902476	intracellularly calcium-gated chloride channel activity; chloride channel activity; protein binding; nucleoplasm; plasma membrane; monoatomic ion transmembrane transport; chloride channel complex; protein dimerization activity; chloride transmembrane transport	0.3887	0.00074	1	0.9545454545454546	1.0	1.0	0.625	0.625
ANO3	I20_OG000536	Q9BYT9	ENSG00000134343	anoctamin 3	GO:0005254; GO:0005886; GO:0016048; GO:0017128; GO:0034220; GO:0046983; GO:0050982; GO:0051649; GO:0061590; GO:0061591; GO:1902476	chloride channel activity; plasma membrane; detection of temperature stimulus; phospholipid scramblase activity; monoatomic ion transmembrane transport; protein dimerization activity; detection of mechanical stimulus; establishment of localization in cell; calcium activated phosphatidylcholine scrambling; calcium activated galactosylceramide scrambling; chloride transmembrane transport	0.3887	0.00074	1	0.9545454545454546	1.0	1.0	0.625	0.625
ANO4	I20_OG000536	Q32M45	ENSG00000151572	anoctamin 4	GO:0005229; GO:0005254; GO:0005886; GO:0017128; GO:0034220; GO:0046983; GO:0051649; GO:0061589; GO:0061590; GO:0061591; GO:1902476	intracellularly calcium-gated chloride channel activity; chloride channel activity; plasma membrane; phospholipid scramblase activity; monoatomic ion transmembrane transport; protein dimerization activity; establishment of localization in cell; calcium activated phosphatidylserine scrambling; calcium activated phosphatidylcholine scrambling; calcium activated galactosylceramide scrambling; chloride transmembrane transport	0.3887	0.00074	1	0.9545454545454546	1.0	1.0	0.625	0.625
ANO4	I20_OG000536	Q32M45	ENSG00000262139	anoctamin 4	GO:0005229; GO:0005254; GO:0005886; GO:0017128; GO:0034220; GO:0046983; GO:0051649; GO:0061589; GO:0061590; GO:0061591; GO:1902476	intracellularly calcium-gated chloride channel activity; chloride channel activity; plasma membrane; phospholipid scramblase activity; monoatomic ion transmembrane transport; protein dimerization activity; establishment of localization in cell; calcium activated phosphatidylserine scrambling; calcium activated phosphatidylcholine scrambling; calcium activated galactosylceramide scrambling; chloride transmembrane transport	0.3887	0.00074	1	0.9545454545454546	1.0	1.0	0.625	0.625
