number	bait	prey	IPTM	PTM	IPTMavg	PTMavg	RATIO	PEAK	PEAKavg	scaled_PEAK	scaled_PEAKavg	max_scaled_PEAK	mean_top3_scaled_PEAK
477	HsUFM1	Q96NB3	0.274:0.267:0.197:0.176:0.148	0.26:0.259:0.237:0.246:0.237	0.2124	0.2478	0.857143	11.66:9.66:14.51:15.7:19.45	14.196	0.611:0.678:0.516:0.477:0.352	0.527	0.678	0.6016666666666667
727	HsUFM1	O75626	0.271:0.265:0.24:0.235:0.214	0.284:0.292:0.293:0.286:0.283	0.245	0.2876	0.851878	15.54:16.14:16.88:18.64:20.09	17.458	0.482:0.462:0.437:0.379:0.33	0.418	0.482	0.4603333333333333
198	HsUFM1	O60500	0.401:0.392:0.381:0.251:0.208	0.394:0.392:0.373:0.379:0.381	0.3266	0.3838	0.850964	12.55:12.73:12.59:20.92:24.61	16.68	0.582:0.576:0.58:0.303:0.18	0.444	0.582	0.5793333333333333
270	HsUFM1	O60391	0.56:0.394:0.351:0.282:0.242	0.475:0.417:0.457:0.408:0.395	0.3658	0.4304	0.849907	10.09:13.9:12.68:17.98:19.17	14.764	0.664:0.537:0.577:0.401:0.361	0.508	0.664	0.5926666666666667
636	HsUFM1	Q9H0L4	0.207:0.202:0.195:0.189:0.182	0.236:0.227:0.228:0.229:0.231	0.195	0.2302	0.847089	18.78:19.7:18.86:20.02:20.98	19.668	0.374:0.343:0.371:0.333:0.301	0.344	0.374	0.3626666666666667
323	HsUFM1	P33240	0.196:0.195:0.191:0.189:0.174	0.231:0.225:0.225:0.224:0.226	0.189	0.2262	0.835544	19.34:19.92:19.27:19.09:21.16	19.756	0.355:0.336:0.358:0.364:0.295	0.341	0.364	0.359
749	HsUFM1	Q96LT9	0.332:0.294:0.193:0.18:0.174	0.295:0.275:0.285:0.277:0.274	0.2346	0.2812	0.834282	14.82:16.53:17.72:20.34:20.59	18	0.506:0.449:0.409:0.322:0.314	0.4	0.506	0.45466666666666666
577	HsUFM1	Q6Q0C0	0.418:0.405:0.404:0.36:0.358	0.471:0.467:0.471:0.464:0.459	0.389	0.4664	0.834048	3.52:7.58:5.72:8.5:5.24	6.112	0.883:0.747:0.809:0.717:0.825	0.796	0.883	0.839
784	HsUFM1	Q6ZV73	0.438:0.384:0.295:0.296:0.2	0.404:0.346:0.409:0.403:0.375	0.3226	0.3874	0.832731	10.48:14.71:18.25:18.56:24.7	17.34	0.651:0.51:0.392:0.381:0.177	0.422	0.651	0.5176666666666667
110	HsUFM1	Q9UQ07	0.805:0.646:0.627:0.355:0.344	0.719:0.686:0.688:0.637:0.636	0.5554	0.6732	0.825015	2.43:3.58:4.12:8.39:6.95	5.094	0.919:0.881:0.863:0.72:0.768	0.83	0.919	0.8876666666666667
36	HsUFM1	Q9UPZ9	0.816:0.395:0.326:0.274:0.184	0.541:0.485:0.471:0.461:0.467	0.399	0.485	0.82268	2.66:10.27:13.23:16.7:21.33	12.838	0.911:0.658:0.559:0.443:0.289	0.572	0.911	0.7093333333333334
38	HsUFM1	Q99759	0.518:0.35:0.335:0.282:0.274	0.454:0.434:0.433:0.426:0.425	0.3518	0.4344	0.809853	6.88:11.22:11.05:14.03:16.16	11.868	0.771:0.626:0.632:0.532:0.461	0.604	0.771	0.6763333333333333
217	HsUFM1	Q02241	0.569:0.476:0.446:0.25:0.187	0.491:0.478:0.482:0.472:0.461	0.3856	0.4768	0.808725	9.08:11.63:12.72:19.61:22.39	15.086	0.697:0.612:0.576:0.346:0.254	0.497	0.697	0.6283333333333333
145	HsUFM1	A1L4L8	0.518:0.46:0.45:0.255:0.251	0.559:0.518:0.478:0.437:0.418	0.3868	0.482	0.80249	3.59:4.54:3.96:7.71:7.81	5.522	0.88:0.849:0.868:0.743:0.74	0.816	0.88	0.8656666666666667
563	HsUFM1	Q9GZV8	0.306:0.289:0.28:0.267:0.221	0.354:0.359:0.33:0.343:0.332	0.2726	0.3436	0.793364	12.06:11.08:12.15:12.66:17.56	13.102	0.598:0.631:0.595:0.578:0.415	0.563	0.631	0.608
216	HsUFM1	P98174	0.438:0.289:0.257:0.23:0.222	0.383:0.401:0.38:0.344:0.307	0.2872	0.363	0.791185	9.52:16.09:17.95:19.58:21.88	17.004	0.683:0.464:0.402:0.347:0.271	0.433	0.683	0.5163333333333333
606	HsUFM1	Q9HBB8	0.39:0.383:0.337:0.287:0.234	0.389:0.413:0.409:0.413:0.44	0.3262	0.4128	0.790213	9.86:10.77:10.74:13.88:16.97	12.444	0.671:0.641:0.642:0.537:0.434	0.585	0.671	0.6513333333333333
111	HsUFM1	Q9UKN5	0.248:0.236:0.218:0.216:0.203	0.291:0.285:0.282:0.28:0.281	0.2242	0.2838	0.789993	16.95:17.61:19.44:20.61:21.33	19.188	0.435:0.413:0.352:0.313:0.289	0.36	0.435	0.39999999999999997
736	HsUFM1	Q6MZZ7	0.676:0.641:0.55:0.354:0.348	0.672:0.66:0.661:0.638:0.627	0.5138	0.6516	0.788521	1.8:2.64:3.71:7.02:6.38	4.31	0.94:0.912:0.876:0.766:0.787	0.856	0.94	0.9093333333333333
268	HsUFM1	O75298	0.241:0.226:0.194:0.141:0.131	0.234:0.237:0.251:0.24:0.225	0.1866	0.2374	0.786015	13.97:17.38:17.7:22.47:21.81	18.666	0.534:0.421:0.41:0.251:0.273	0.378	0.534	0.455
390	HsUFM1	P20933	0.806:0.726:0.661:0.379:0.344	0.787:0.775:0.757:0.704:0.696	0.5832	0.7438	0.784082	2.56:3.47:4.32:6.05:8.16	4.912	0.915:0.884:0.856:0.798:0.728	0.836	0.915	0.885
400	HsUFM1	O43379	0.587:0.454:0.412:0.395:0.295	0.55:0.552:0.549:0.547:0.536	0.4286	0.5468	0.783833	8.72:9.77:13.38:13.38:20.34	13.118	0.709:0.674:0.554:0.554:0.322	0.563	0.709	0.6456666666666667
746	HsUFM1	O76081	0.382:0.318:0.307:0.287:0.274	0.417:0.401:0.399:0.394:0.394	0.3136	0.401	0.782045	6.38:9.16:8.98:9.96:10.55	9.006	0.787:0.695:0.701:0.668:0.648	0.7	0.787	0.7276666666666667
78	HsUFM1	Q8WXB1	0.792:0.785:0.743:0.32:0.307	0.823:0.821:0.806:0.704:0.704	0.5894	0.7716	0.763867	2:1.93:2.13:6.73:6.62	3.882	0.933:0.936:0.929:0.776:0.779	0.871	0.936	0.9326666666666668
457	HsUFM1	Q15468	0.353:0.296:0.269:0.258:0.223	0.368:0.374:0.373:0.371:0.359	0.2798	0.369	0.758266	14.94:17.98:19.27:20.45:23.25	19.178	0.502:0.401:0.358:0.318:0.225	0.361	0.502	0.42033333333333334
79	HsUFM1	Q96HR8	0.224:0.213:0.21:0.196:0.194	0.271:0.271:0.27:0.279:0.277	0.2074	0.2736	0.758041	13.59:14.19:15.34:17.03:18.28	15.686	0.547:0.527:0.489:0.432:0.391	0.477	0.547	0.521
713	HsUFM1	P0C870	0.898:0.848:0.843:0.35:0.335	0.922:0.908:0.897:0.808:0.805	0.6548	0.868	0.754378	1.28:1.78:1.71:7.47:7.15	3.878	0.957:0.941:0.943:0.751:0.762	0.871	0.957	0.947
178	HsUFM1	Q6P5Q4	0.341:0.286:0.251:0.242:0.228	0.376:0.355:0.364:0.34:0.353	0.2696	0.3576	0.753915	10.22:12.15:15.48:16.22:17.91	14.396	0.659:0.595:0.484:0.459:0.403	0.52	0.659	0.5793333333333334
137	HsUFM1	Q93062	0.813:0.178:0.174:0.144:0.115	0.529:0.346:0.346:0.34:0.331	0.2848	0.3784	0.752643	1.69:13.91:13.88:15.65:17.97	12.62	0.944:0.536:0.537:0.478:0.401	0.579	0.944	0.6723333333333333
293	HsUFM1	Q9BSE4	0.319:0.164:0.158:0.141:0.136	0.271:0.241:0.244:0.238:0.228	0.1836	0.2444	0.751227	10.46:17.12:17.5:19.69:20.91	17.136	0.651:0.429:0.417:0.344:0.303	0.429	0.651	0.499
622	HsUFM1	Q8N183	0.37:0.331:0.297:0.235:0.159	0.391:0.388:0.373:0.356:0.357	0.2784	0.373	0.746381	5.82:5.57:5.9:8.89:12.23	7.682	0.806:0.814:0.803:0.704:0.592	0.744	0.814	0.8076666666666666
408	HsUFM1	Q9Y493	0.421:0.378:0.336:0.317:0.291	0.481:0.478:0.483:0.451:0.444	0.3486	0.4674	0.745828	17.55:20.27:22.44:22.23:23.97	21.292	0.415:0.324:0.252:0.259:0.201	0.29	0.415	0.33266666666666667
724	HsUFM1	Q08116	0.861:0.404:0.398:0.262:0.241	0.708:0.575:0.569:0.534:0.528	0.4332	0.5828	0.743308	1.13:5.21:6.44:7.33:8.63	5.748	0.962:0.826:0.785:0.756:0.712	0.808	0.962	0.8576666666666667
174	HsUFM1	P15907	0.728:0.549:0.546:0.5:0.377	0.761:0.731:0.73:0.721:0.698	0.54	0.7282	0.741555	2.6:4.44:5.08:5.38:7.17	4.934	0.913:0.852:0.831:0.821:0.761	0.836	0.913	0.8653333333333333
29	HsUFM1	Q9NQX0	0.354:0.317:0.26:0.196:0.195	0.345:0.351:0.393:0.363:0.331	0.2644	0.3566	0.741447	10.73:12.86:14.18:20.08:18.92	15.354	0.642:0.571:0.527:0.331:0.369	0.488	0.642	0.58
608	HsUFM1	Q6UWL6	0.348:0.343:0.341:0.296:0.297	0.439:0.451:0.442:0.433:0.427	0.325	0.4384	0.741332	11.37:11.87:11.06:12.76:14.47	12.306	0.621:0.604:0.631:0.575:0.518	0.59	0.631	0.6186666666666667
454	HsUFM1	Q8TCU5	0.419:0.338:0.254:0.229:0.22	0.405:0.385:0.402:0.395:0.384	0.292	0.3942	0.740741	11.7:14.98:21.03:21.75:18.5	17.592	0.61:0.501:0.299:0.275:0.383	0.414	0.61	0.498
211	HsUFM1	Q96JF0	0.574:0.491:0.414:0.391:0.385	0.625:0.613:0.606:0.6:0.601	0.451	0.609	0.740558	4.36:4.51:6.77:5.77:6.2	5.522	0.855:0.85:0.774:0.808:0.793	0.816	0.855	0.8376666666666667
554	HsUFM1	Q8IXQ6	0.395:0.374:0.355:0.301:0.312	0.464:0.471:0.472:0.5:0.455	0.3474	0.4724	0.735394	13.3:10.43:11.11:13.45:12.65	12.188	0.557:0.652:0.63:0.552:0.578	0.594	0.652	0.62
753	HsUFM1	Q5XX13	0.466:0.324:0.274:0.214:0.202	0.415:0.403:0.397:0.401:0.399	0.296	0.403	0.734491	12.39:15.66:18.78:22.5:23.72	18.61	0.587:0.478:0.374:0.25:0.209	0.38	0.587	0.47966666666666663
91	HsUFM1	Q86UR1	0.585:0.275:0.234:0.231:0.156	0.44:0.402:0.397:0.39:0.39	0.2962	0.4038	0.733531	5.69:14.66:15.3:15.2:21.11	14.392	0.81:0.511:0.49:0.493:0.296	0.52	0.81	0.6046666666666667
450	HsUFM1	Q9NQV8	0.251:0.241:0.213:0.205:0.201	0.301:0.311:0.303:0.303:0.301	0.2222	0.3038	0.731402	14.91:16.5:17.95:20.17:18.73	17.652	0.503:0.45:0.402:0.328:0.376	0.412	0.503	0.45166666666666666
604	HsUFM1	Q96G74	0.319:0.253:0.249:0.247:0.189	0.36:0.34:0.34:0.348:0.335	0.2514	0.3446	0.729541	10.12:15.48:14.2:14.09:18.09	14.396	0.663:0.484:0.527:0.53:0.397	0.52	0.663	0.5733333333333334
262	HsUFM1	Q8TC41	0.27:0.255:0.233:0.222:0.223	0.311:0.335:0.352:0.339:0.314	0.2406	0.3302	0.728649	12.94:13.96:15.23:16.33:14.41	14.574	0.569:0.535:0.492:0.456:0.52	0.514	0.569	0.5413333333333333
603	HsUFM1	Q9C000	0.455:0.445:0.39:0.335:0.225	0.515:0.516:0.514:0.509:0.487	0.37	0.5082	0.72806	11.67:11.01:13.94:16.28:24.36	15.452	0.611:0.633:0.535:0.457:0.188	0.485	0.633	0.593
269	HsUFM1	Q15109	0.843:0.278:0.271:0.258:0.222	0.607:0.503:0.498:0.502:0.475	0.3744	0.517	0.724178	2.15:10.48:13.03:13.12:15.52	10.86	0.928:0.651:0.566:0.563:0.483	0.638	0.928	0.715
321	HsUFM1	Q9NX55	0.479:0.417:0.364:0.248:0.127	0.488:0.475:0.466:0.435:0.405	0.327	0.4538	0.720582	4.16:4.3:5.3:6.2:12.77	6.546	0.861:0.857:0.823:0.793:0.574	0.782	0.861	0.847
33	HsUFM1	Q9UPN4	0.149:0.141:0.137:0.135:0.138	0.209:0.194:0.197:0.195:0.178	0.14	0.1946	0.719424	27.55:28.52:28.3:28.16:28.73	28.252	0.082:0.049:0.057:0.061:0.042	0.058	0.082	0.06666666666666667
84	HsUFM1	Q9HC96	0.508:0.502:0.487:0.46:0.434	0.675:0.668:0.664:0.664:0.663	0.4782	0.6668	0.717157	3.16:3.03:3.04:4.29:3.16	3.336	0.895:0.899:0.899:0.857:0.895	0.889	0.899	0.8976666666666667
177	HsUFM1	P19320	0.46:0.347:0.302:0.254:0.123	0.408:0.434:0.42:0.4:0.412	0.2972	0.4148	0.71649	10.95:14.77:13.09:14.16:22.16	15.026	0.635:0.508:0.564:0.528:0.261	0.499	0.635	0.5756666666666667
209	HsUFM1	A6NI79	0.268:0.234:0.193:0.191:0.151	0.299:0.29:0.321:0.274:0.268	0.2074	0.2904	0.714187	12.88:13.6:14.87:13.98:17.81	14.628	0.571:0.547:0.504:0.534:0.406	0.512	0.571	0.5506666666666666
151	HsUFM1	Q8IXW5	0.262:0.227:0.219:0.198:0.188	0.299:0.315:0.311:0.308:0.303	0.2188	0.3072	0.71224	14.79:14.35:17.67:19.08:20.64	17.306	0.507:0.522:0.411:0.364:0.312	0.423	0.522	0.48
186	HsUFM1	Q5JPE7	0.641:0.325:0.276:0.229:0.183	0.477:0.47:0.471:0.44:0.465	0.3308	0.4646	0.71201	7.78:16.14:19.7:20.28:25.2	17.82	0.741:0.462:0.343:0.324:0.16	0.406	0.741	0.5153333333333333
61	HsUFM1	P28330	0.74:0.679:0.662:0.602:0.288	0.862:0.847:0.844:0.833:0.788	0.5942	0.8348	0.711787	3.93:5.97:6.39:7.42:14.8	7.702	0.869:0.801:0.787:0.753:0.507	0.743	0.869	0.8190000000000001
492	HsUFM1	Q9BSJ8	0.388:0.331:0.294:0.276:0.264	0.448:0.444:0.43:0.435:0.442	0.3106	0.4398	0.70623	12.26:14.89:16.86:17.88:18.94	16.166	0.591:0.504:0.438:0.404:0.369	0.461	0.591	0.511
346	HsUFM1	A6NKG5	0.354:0.324:0.281:0.262:0.288	0.386:0.371:0.492:0.507:0.385	0.3018	0.4282	0.704811	14.91:17.14:18.66:22.19:18.8	18.34	0.503:0.429:0.378:0.26:0.373	0.389	0.503	0.43666666666666665
236	HsUFM1	Q86TI4	0.433:0.405:0.355:0.344:0.31	0.534:0.53:0.521:0.528:0.51	0.3694	0.5246	0.704156	6.65:6.23:7.31:7.77:10.41	7.674	0.778:0.792:0.756:0.741:0.653	0.744	0.792	0.7753333333333333
460	HsUFM1	Q7Z2W4	0.235:0.216:0.214:0.203:0.201	0.305:0.305:0.308:0.303:0.3	0.2138	0.3042	0.702827	19.94:21.09:21.27:21.08:22.69	21.214	0.335:0.297:0.291:0.297:0.244	0.293	0.335	0.30966666666666665
339	HsUFM1	O75916	0.361:0.242:0.215:0.203:0.166	0.336:0.34:0.341:0.33:0.349	0.2374	0.3392	0.699882	13.69:16.11:18.11:19.36:23.16	18.086	0.544:0.463:0.396:0.355:0.228	0.397	0.544	0.4676666666666667
564	HsUFM1	Q9NYL9	0.784:0.232:0.219:0.185:0.183	0.562:0.455:0.434:0.427:0.413	0.3206	0.4582	0.699694	2.72:12.57:16.14:18.28:18.42	13.626	0.909:0.581:0.462:0.391:0.386	0.546	0.909	0.6506666666666667
774	HsUFM1	Q9H867	0.887:0.833:0.412:0.373:0.333	0.901:0.887:0.767:0.756:0.746	0.5676	0.8114	0.699532	1.17:1.86:5.83:5.84:6.66	4.272	0.961:0.938:0.806:0.805:0.778	0.858	0.961	0.9016666666666666
504	HsUFM1	Q9UNY4	0.434:0.348:0.333:0.304:0.282	0.489:0.5:0.47:0.487:0.494	0.3402	0.488	0.697131	10.94:14.32:16.14:17.03:18.31	15.348	0.635:0.523:0.462:0.432:0.39	0.488	0.635	0.54
415	HsUFM1	Q96JC9	0.375:0.244:0.171:0.162:0.151	0.314:0.346:0.294:0.302:0.327	0.2206	0.3166	0.696778	8.4:11.14:15.66:15.69:17.52	13.682	0.72:0.629:0.478:0.477:0.416	0.544	0.72	0.609
117	HsUFM1	P49798	0.323:0.321:0.318:0.303:0.291	0.454:0.455:0.447:0.445:0.441	0.3112	0.4484	0.694023	7.18:7.95:7.85:7.28:7.73	7.598	0.761:0.735:0.738:0.757:0.742	0.747	0.761	0.7533333333333333
773	HsUFM1	Q0VAK6	0.308:0.258:0.257:0.214:0.184	0.36:0.365:0.357:0.353:0.337	0.2442	0.3544	0.689052	15.76:16.36:15.64:18.47:18.91	17.028	0.475:0.455:0.479:0.384:0.37	0.432	0.479	0.4696666666666667
748	HsUFM1	Q5XUX1	0.541:0.507:0.502:0.448:0.405	0.721:0.705:0.695:0.699:0.689	0.4806	0.7018	0.68481	4.97:4.12:5.31:4.63:6.66	5.138	0.834:0.863:0.823:0.846:0.778	0.829	0.863	0.8476666666666667
264	HsUFM1	Q7Z5K2	0.515:0.307:0.247:0.247:0.224	0.459:0.462:0.453:0.447:0.43	0.308	0.4502	0.68414	11.51:16.98:19.45:21.17:22.55	18.332	0.616:0.434:0.352:0.294:0.248	0.389	0.616	0.4673333333333333
170	HsUFM1	P04275	0.448:0.365:0.345:0.335:0.304	0.521:0.51:0.547:0.538:0.515	0.3594	0.5262	0.68301	11.59:14.08:21.95:19.83:24.06	18.302	0.614:0.531:0.268:0.339:0.198	0.39	0.614	0.4946666666666667
30	HsUFM1	Q9NQX1	0.268:0.203:0.177:0.166:0.154	0.333:0.282:0.275:0.267:0.269	0.1936	0.2852	0.678822	14.59:20.31:22.19:22.66:23.17	20.584	0.514:0.323:0.26:0.245:0.228	0.314	0.514	0.3656666666666667
671	HsUFM1	Q8NA72	0.202:0.193:0.132:0.108:0.101	0.205:0.235:0.203:0.218:0.224	0.1472	0.217	0.678341	18.05:17.61:24.78:26.67:27.69	22.96	0.398:0.413:0.174:0.111:0.077	0.235	0.413	0.3283333333333333
788	HsUFM1	Q15011	0.186:0.184:0.164:0.157:0.122	0.247:0.24:0.25:0.232:0.236	0.1626	0.241	0.674689	14.89:16.75:15.6:19.23:21.39	17.572	0.504:0.442:0.48:0.359:0.287	0.414	0.504	0.47533333333333333
704	HsUFM1	Q969H0	0.466:0.451:0.389:0.38:0.333	0.608:0.606:0.592:0.596:0.598	0.4038	0.6	0.673	7.36:5.09:8.11:8.2:12.01	8.154	0.755:0.83:0.73:0.727:0.6	0.728	0.83	0.7716666666666666
70	HsUFM1	Q460N3	0.326:0.249:0.218:0.207:0.204	0.369:0.364:0.364:0.351:0.344	0.2408	0.3584	0.671875	10.86:15.9:18.73:18.28:18.28	16.41	0.638:0.47:0.376:0.391:0.391	0.453	0.638	0.49966666666666665
614	HsUFM1	Q9NZR1	0.862:0.23:0.183:0.157:0.142	0.579:0.46:0.442:0.439:0.425	0.3148	0.469	0.671215	1.28:13.05:17.03:19.56:20.12	14.208	0.957:0.565:0.432:0.348:0.329	0.526	0.957	0.6513333333333333
6	HsUFM1	Q96MN9	0.201:0.191:0.152:0.15:0.147	0.262:0.259:0.248:0.243:0.245	0.1682	0.2514	0.669053	14.26:15.21:17.84:16.8:17.91	16.404	0.525:0.493:0.405:0.44:0.403	0.453	0.525	0.486
124	HsUFM1	P48058	0.523:0.353:0.267:0.239:0.176	0.481:0.475:0.466:0.459:0.454	0.3116	0.467	0.667238	9.29:11.34:17.02:20.5:24.5	16.53	0.69:0.622:0.433:0.317:0.183	0.449	0.69	0.5816666666666667
156	HsUFM1	Q14957	0.375:0.32:0.252:0.234:0.227	0.443:0.406:0.404:0.439:0.427	0.2816	0.4238	0.664464	16.84:17.5:21.72:21.7:23.55	20.262	0.439:0.417:0.276:0.277:0.215	0.325	0.439	0.37766666666666665
701	HsUFM1	O00408	0.432:0.32:0.28:0.271:0.248	0.447:0.485:0.508:0.46:0.435	0.3102	0.467	0.66424	7.03:13.84:16.97:17.34:19.28	14.892	0.766:0.539:0.434:0.422:0.357	0.504	0.766	0.5796666666666667
685	HsUFM1	P51957	0.337:0.308:0.293:0.208:0.199	0.406:0.421:0.407:0.396:0.4	0.269	0.406	0.662562	12.79:14.07:15.85:16.95:22.48	16.428	0.574:0.531:0.472:0.435:0.251	0.452	0.574	0.5256666666666666
737	HsUFM1	P42704	0.435:0.386:0.371:0.367:0.273	0.56:0.546:0.554:0.554:0.554	0.3664	0.5536	0.66185	12.77:13.73:13.88:14.17:21.11	15.132	0.574:0.542:0.537:0.528:0.296	0.496	0.574	0.551
69	HsUFM1	Q7RTR2	0.542:0.518:0.507:0.49:0.478	0.775:0.781:0.76:0.771:0.75	0.507	0.7674	0.660672	6.5:6.73:7.36:7.41:9.35	7.47	0.783:0.776:0.755:0.753:0.688	0.751	0.783	0.7713333333333333
35	HsUFM1	A6H8Z2	0.293:0.285:0.251:0.234:0.206	0.376:0.401:0.381:0.392:0.377	0.2538	0.3854	0.658537	10.61:10.04:12.91:13.33:14.29	12.236	0.646:0.665:0.57:0.556:0.524	0.592	0.665	0.627
635	HsUFM1	Q9NQW5	0.273:0.267:0.265:0.241:0.203	0.386:0.389:0.381:0.374:0.378	0.2498	0.3816	0.654612	13.03:12.4:11.28:14.23:15.27	13.242	0.566:0.587:0.624:0.526:0.491	0.559	0.624	0.5923333333333333
616	HsUFM1	Q8IYK8	0.6:0.38:0.236:0.173:0.162	0.528:0.492:0.454:0.457:0.445	0.3102	0.4752	0.652778	3.89:8.62:13.37:17.28:17.47	12.126	0.87:0.713:0.554:0.424:0.418	0.596	0.87	0.7123333333333334
583	HsUFM1	O60290	0.362:0.337:0.309:0.298:0.288	0.488:0.493:0.498:0.479:0.485	0.3188	0.4886	0.652476	12.45:13.62:14.91:17.3:16.41	14.938	0.585:0.546:0.503:0.423:0.453	0.502	0.585	0.5446666666666666
118	HsUFM1	P49758	0.423:0.233:0.227:0.165:0.16	0.396:0.381:0.377:0.357:0.343	0.2416	0.3708	0.651564	10.89:16.73:16.69:20.59:20.34	17.048	0.637:0.442:0.444:0.314:0.322	0.432	0.637	0.5076666666666667
358	HsUFM1	Q9BZA7	0.494:0.212:0.188:0.188:0.19	0.397:0.388:0.396:0.393:0.38	0.2544	0.3908	0.650972	10.98:23.48:24.89:25.33:24.62	21.86	0.634:0.217:0.17:0.156:0.179	0.271	0.634	0.3433333333333333
628	HsUFM1	Q11203	0.697:0.558:0.466:0.246:0.153	0.708:0.677:0.666:0.632:0.619	0.424	0.6604	0.642035	3.83:5.27:5.8:14.52:16.23	9.13	0.872:0.824:0.807:0.516:0.459	0.696	0.872	0.8343333333333334
526	HsUFM1	O94955	0.476:0.381:0.339:0.323:0.307	0.559:0.589:0.575:0.565:0.567	0.3652	0.571	0.63958	10.54:9.04:9.65:10.46:11.78	10.294	0.649:0.699:0.678:0.651:0.607	0.657	0.699	0.676
173	HsUFM1	O15399	0.3:0.265:0.248:0.24:0.199	0.385:0.393:0.411:0.393:0.382	0.2504	0.3928	0.637475	18.86:20.89:22.45:21.62:25.78	21.92	0.371:0.304:0.252:0.279:0.141	0.269	0.371	0.318
272	HsUFM1	O43482	0.606:0.32:0.213:0.215:0.197	0.582:0.486:0.469:0.443:0.462	0.3102	0.4884	0.635135	4.48:9.52:10.96:12.33:12.04	9.866	0.851:0.683:0.635:0.589:0.599	0.671	0.851	0.723
1	HsUFM1	Q96MN2	0.613:0.597:0.463:0.385:0.362	0.773:0.771:0.77:0.768:0.74	0.484	0.7644	0.633176	6.02:5.63:7.74:10.69:11.02	8.22	0.799:0.812:0.742:0.644:0.633	0.726	0.812	0.7843333333333333
136	HsUFM1	A8K979	0.252:0.236:0.235:0.215:0.208	0.359:0.375:0.359:0.359:0.358	0.2292	0.362	0.633149	13.47:15.94:16.8:18.56:18.58	16.67	0.551:0.469:0.44:0.381:0.381	0.444	0.551	0.4866666666666667
383	HsUFM1	P59046	0.515:0.491:0.465:0.428:0.385	0.733:0.727:0.73:0.717:0.71	0.4568	0.7234	0.631463	7.09:7.48:7.31:9.72:11.89	8.698	0.764:0.751:0.756:0.676:0.604	0.71	0.764	0.757
566	HsUFM1	Q3SXY8	0.298:0.293:0.293:0.284:0.258	0.464:0.458:0.455:0.463:0.452	0.2852	0.4584	0.622164	10.18:10.99:12.58:11.03:14.07	11.77	0.661:0.634:0.581:0.632:0.531	0.608	0.661	0.6423333333333333
25	HsUFM1	A0FGR9	0.395:0.36:0.298:0.27:0.255	0.521:0.499:0.511:0.508:0.503	0.3156	0.5084	0.620771	10.2:13.14:15.08:16.39:16.36	14.234	0.66:0.562:0.497:0.454:0.455	0.526	0.66	0.5730000000000001
347	HsUFM1	Q16842	0.777:0.38:0.372:0.364:0.347	0.792:0.707:0.705:0.705:0.704	0.448	0.7226	0.619983	2.87:5.64:5.78:5.84:7.26	5.478	0.904:0.812:0.807:0.805:0.758	0.817	0.904	0.8410000000000001
647	HsUFM1	P20794	0.373:0.35:0.281:0.223:0.203	0.464:0.484:0.457:0.464:0.443	0.286	0.4624	0.618512	6.64:12.84:11.3:17.55:16.77	13.02	0.779:0.572:0.623:0.415:0.441	0.566	0.779	0.658
325	HsUFM1	P00167	0.25:0.24:0.222:0.216:0.178	0.359:0.367:0.368:0.359:0.342	0.2212	0.359	0.616156	8.34:8.9:7.96:9.27:9.84	8.862	0.722:0.703:0.735:0.691:0.672	0.705	0.735	0.72
99	HsUFM1	Q9NX02	0.669:0.608:0.3:0.3:0.261	0.711:0.717:0.687:0.652:0.704	0.4276	0.6942	0.615961	4.8:5.27:17.09:16.17:17.66	12.198	0.84:0.824:0.43:0.461:0.411	0.593	0.84	0.7083333333333333
601	HsUFM1	Q96DZ5	0.306:0.286:0.279:0.278:0.243	0.454:0.45:0.456:0.452:0.449	0.2784	0.4522	0.615657	10.94:12.64:11.04:12.7:14.23	12.31	0.635:0.579:0.632:0.577:0.526	0.59	0.635	0.6153333333333333
169	HsUFM1	Q86SG6	0.359:0.33:0.331:0.324:0.308	0.542:0.537:0.531:0.542:0.534	0.3304	0.5372	0.615041	9.59:10.56:12.12:10.64:11.64	10.91	0.68:0.648:0.596:0.645:0.612	0.636	0.68	0.6576666666666667
303	HsUFM1	Q9HC29	0.518:0.447:0.441:0.41:0.412	0.729:0.746:0.728:0.719:0.703	0.4456	0.725	0.614621	8.5:9.38:8.55:9.69:11.61	9.546	0.717:0.687:0.715:0.677:0.613	0.682	0.717	0.7063333333333334
643	HsUFM1	A6H8M9	0.317:0.323:0.249:0.241:0.189	0.469:0.426:0.454:0.425:0.378	0.2638	0.4304	0.612918	12.55:13.74:16.47:17.16:20.03	15.99	0.582:0.542:0.451:0.428:0.332	0.467	0.582	0.525
250	HsUFM1	Q9UMF0	0.42:0.305:0.224:0.218:0.137	0.43:0.436:0.419:0.43:0.421	0.2608	0.4272	0.610487	11.84:14.49:18.72:20.27:25.45	18.154	0.605:0.517:0.376:0.324:0.152	0.395	0.605	0.49933333333333335
695	HsUFM1	Q9BV47	0.854:0.361:0.277:0.265:0.262	0.794:0.651:0.625:0.622:0.625	0.4038	0.6634	0.608683	1.11:5.18:8.12:7.9:8.13	6.088	0.963:0.827:0.729:0.737:0.729	0.797	0.963	0.8423333333333333
590	HsUFM1	O14727	0.522:0.509:0.485:0.399:0.351	0.75:0.768:0.731:0.743:0.741	0.4532	0.7466	0.607018	8.78:10:10.3:11.74:14.37	11.038	0.707:0.667:0.657:0.609:0.521	0.632	0.707	0.677
